name,center_x,center_y,width,height,filename,W,H
mandatory-compulsory-ahead,1269,498,56,58,Screenshot (431).png,1920,1080
cautionary-right-hand-curve,1300,453,90,87,Screenshot (432).png,1920,1080
mandatory-compulsory-ahead,1035,559,20,18,Screenshot (432).png,1920,1080
mandatory-u-turn-prohibited,1342,482,76,62,Screenshot (433).png,1920,1080
mandatory-compulsory-ahead,1009,579,14,14,Screenshot (433).png,1920,1080
cautionary-right-hand-curve,1089,545,46,40,Screenshot (433).png,1920,1080
cautionary-y-merge,1301,420,117,106,Screenshot (434).png,1920,1080
cautionary-hump,438,494,34,37,Screenshot (434).png,1920,1080
cautionary-right-hand-curve,971,574,18,16,Screenshot (434).png,1920,1080
mandatory-u-turn-prohibited,1013,564,21,17,Screenshot (434).png,1920,1080
cautionary-y-merge,1120,523,53,50,Screenshot (435).png,1920,1080
cautionary-hump,632,536,22,24,Screenshot (435).png,1920,1080
cautionary-right-hand-curve,967,584,16,15,Screenshot (435).png,1920,1080
mandatory-u-turn-prohibited,997,579,17,15,Screenshot (435).png,1920,1080
cautionary-t-intersection,442,664,86,74,Screenshot (442).png,1920,1080
cautionary-hump,705,721,50,49,Screenshot (445).png,1920,1080
cautionary-hump,301,448,89,91,Screenshot (446).png,1920,1080
cautionary-pedestrian-crossing,425,464,64,66,Screenshot (447).png,1920,1080
cautionary-pedestrian-crossing,343,504,61,72,Screenshot (448).png,1920,1080
cautionary-pedestrian-crossing,550,533,46,52,Screenshot (449).png,1920,1080
cautionary-hump,376,467,65,69,Screenshot (449).png,1920,1080
cautionary-hump,868,738,32,28,Screenshot (450).png,1920,1080
mandatory-speed-limit,714,703,47,43,Screenshot (453).png,1920,1080
cautionary-hump,646,653,71,74,Screenshot (455).png,1920,1080
cautionary-hump,190,461,55,52,Screenshot (457).png,1920,1080
cautionary-hump,771,742,38,32,Screenshot (458).png,1920,1080
cautionary-hump,429,505,54,57,Screenshot (460).png,1920,1080
cautionary-pedestrian-crossing,614,572,30,28,Screenshot (464).png,1920,1080
mandatory-overtaking-prohibited,777,745,23,24,Screenshot (467).png,1920,1080
mandatory-overtaking-prohibited,503,656,58,65,Screenshot (468).png,1920,1080
mandatory-speed-limit,781,741,26,23,Screenshot (468).png,1920,1080
cautionary-hump,690,682,58,66,Screenshot (469).png,1920,1080
mandatory-speed-limit,293,470,64,65,Screenshot (471).png,1920,1080
mandatory-restriction-ends,768,734,34,33,Screenshot (472).png,1920,1080
mandatory-restriction-ends,344,599,92,86,Screenshot (473).png,1920,1080
cautionary-hump,665,649,78,76,Screenshot (474).png,1920,1080
mandatory-restriction-ends,315,487,59,67,Screenshot (475).png,1920,1080
cautionary-hump,217,432,69,84,Screenshot (476).png,1920,1080
cautionary-pedestrian-crossing,378,500,55,47,Screenshot (477).png,1920,1080
mandatory-speed-limit,324,492,57,62,Screenshot (481).png,1920,1080
mandatory-speed-limit,611,551,23,23,Screenshot (482).png,1920,1080
mandatory-overtaking-prohibited,443,525,39,38,Screenshot (483).png,1920,1080
cautionary-hump,185,450,78,100,Screenshot (484).png,1920,1080
cautionary-right-hand-curve,697,731,52,47,Screenshot (485).png,1920,1080
mandatory-speed-limit,291,601,77,82,Screenshot (486).png,1920,1080
mandatory-speed-limit,295,471,48,52,Screenshot (489).png,1920,1080
cautionary-hump,354,470,57,58,Screenshot (491).png,1920,1080
cautionary-hump,621,704,32,37,Screenshot (492).png,1920,1080
cautionary-give-way,756,745,30,22,Screenshot (492).png,1920,1080
informatory-advance-direction-sign,810,589,157,56,Screenshot (492).png,1920,1080
informatory-advance-direction-sign,635,471,252,94,Screenshot (493).png,1920,1080
cautionary-give-way,543,721,32,36,Screenshot (493).png,1920,1080
cautionary-give-way,299,662,62,59,Screenshot (494).png,1920,1080
informatory-advance-direction-sign,466,305,366,134,Screenshot (494).png,1920,1080
informatory-advance-direction-sign,595,647,61,103,Screenshot (495).png,1920,1080
mandatory-stop,91,524,35,45,Screenshot (496).png,1920,1080
mandatory-stop,235,539,24,31,Screenshot (497).png,1920,1080
cautionary-give-way,409,693,32,34,Screenshot (498).png,1920,1080
cautionary-give-way,309,659,46,44,Screenshot (499).png,1920,1080
mandatory-stop,357,685,44,50,Screenshot (499).png,1920,1080
cautionary-left-hand-curve,405,700,40,41,Screenshot (500).png,1920,1080
cautionary-left-hand-curve,477,712,39,37,Screenshot (501).png,1920,1080
cautionary-left-hand-curve,609,742,32,30,Screenshot (502).png,1920,1080
cautionary-hump,650,742,25,28,Screenshot (503).png,1920,1080
cautionary-hump,535,719,36,37,Screenshot (504).png,1920,1080
cautionary-hump,1328,529,52,59,Screenshot (506).png,1920,1080
cautionary-t-intersection,355,415,90,85,Screenshot (507).png,1920,1080
cautionary-hump,1065,581,19,18,Screenshot (507).png,1920,1080
cautionary-hump,1234,473,75,78,Screenshot (508).png,1920,1080
cautionary-t-intersection,613,523,35,35,Screenshot (508).png,1920,1080
cautionary-t-intersection,1314,500,69,60,Screenshot (509).png,1920,1080
cautionary-right-hand-curve,1204,522,47,38,Screenshot (510).png,1920,1080
cautionary-left-hand-curve,1100,553,24,21,Screenshot (511).png,1920,1080
mandatory-speed-limit,1292,568,81,89,Screenshot (512).png,1920,1080
mandatory-speed-limit,683,705,24,25,Screenshot (513).png,1920,1080
mandatory-speed-limit,741,692,21,24,Screenshot (513).png,1920,1080
mandatory-speed-limit,178,595,48,50,Screenshot (514).png,1920,1080
mandatory-speed-limit,451,611,38,40,Screenshot (514).png,1920,1080
mandatory-stop,309,343,89,103,Screenshot (516).png,1920,1080
mandatory-stop,649,484,76,85,Screenshot (518).png,1920,1080
mandatory-stop,770,538,46,39,Screenshot (519).png,1920,1080
informatory-bus-stop,466,519,22,34,Screenshot (519).png,1920,1080
informatory-bus-stop,477,531,21,32,Screenshot (520).png,1920,1080
mandatory-speed-limit,278,458,41,54,Screenshot (521).png,1920,1080
informatory-advance-direction-sign,585,313,199,64,Screenshot (521).png,1920,1080
cautionary-hump,738,689,28,36,Screenshot (523).png,1920,1080
mandatory-stop,854,727,18,21,Screenshot (523).png,1920,1080
cautionary-cross-road,810,713,22,24,Screenshot (523).png,1920,1080
mandatory-speed-limit,803,737,15,14,Screenshot (523).png,1920,1080
cautionary-hump,319,551,60,84,Screenshot (524).png,1920,1080
mandatory-speed-limit,586,694,28,27,Screenshot (524).png,1920,1080
cautionary-cross-road,613,659,41,46,Screenshot (524).png,1920,1080
mandatory-stop,722,695,26,33,Screenshot (524).png,1920,1080
mandatory-speed-limit,181,585,53,53,Screenshot (525).png,1920,1080
cautionary-cross-road,300,533,60,94,Screenshot (525).png,1920,1080
mandatory-stop,620,651,44,51,Screenshot (525).png,1920,1080
mandatory-stop,97,431,89,134,Screenshot (526).png,1920,1080
cautionary-pedestrian-crossing,669,652,45,56,Screenshot (526).png,1920,1080
cautionary-pedestrian-crossing,539,583,61,88,Screenshot (527).png,1920,1080
mandatory-speed-limit,620,659,42,49,Screenshot (528).png,1920,1080
mandatory-speed-limit,748,695,28,26,Screenshot (530).png,1920,1080
cautionary-hump,279,477,24,46,Screenshot (532).png,1920,1080
mandatory-stop,599,544,20,23,Screenshot (532).png,1920,1080
mandatory-speed-limit,669,675,28,36,Screenshot (533).png,1920,1080
mandatory-speed-limit,692,706,24,21,Screenshot (534).png,1920,1080
cautionary-round-about,307,562,53,75,Screenshot (535).png,1920,1080
mandatory-speed-limit,301,489,31,50,Screenshot (538).png,1920,1080
mandatory-speed-limit,687,672,31,43,Screenshot (539).png,1920,1080
mandatory-speed-limit,513,611,50,71,Screenshot (540).png,1920,1080
cautionary-round-about,538,609,50,68,Screenshot (541).png,1920,1080
cautionary-give-way,740,699,35,31,Screenshot (542).png,1920,1080
cautionary-give-way,525,614,79,60,Screenshot (543).png,1920,1080
mandatory-stop,764,698,50,49,Screenshot (544).png,1920,1080
cautionary-cross-road,699,706,28,28,Screenshot (545).png,1920,1080
cautionary-hump,271,619,101,87,Screenshot (546).png,1920,1080
cautionary-hump,579,674,50,54,Screenshot (547).png,1920,1080
cautionary-hump,228,405,65,77,Screenshot (548).png,1920,1080
mandatory-u-turn-prohibited,682,714,26,24,Screenshot (549).png,1920,1080
cautionary-hump,415,602,103,106,Screenshot (552).png,1920,1080
cautionary-hump,544,695,35,38,Screenshot (553).png,1920,1080
informatory-advance-direction-sign,1477,446,192,97,Screenshot (553).png,1920,1080
mandatory-speed-limit,241,632,33,39,Screenshot (554).png,1920,1080
mandatory-speed-limit,772,708,23,25,Screenshot (554).png,1920,1080
cautionary-give-way,169,532,26,23,Screenshot (555).png,1920,1080
informatory-advance-direction-sign,253,295,198,78,Screenshot (555).png,1920,1080
informatory-advance-direction-sign,448,388,155,56,Screenshot (556).png,1920,1080
cautionary-give-way,390,551,25,20,Screenshot (556).png,1920,1080
cautionary-hump,818,713,28,31,Screenshot (557).png,1920,1080
mandatory-overtaking-prohibited,584,611,77,74,Screenshot (558).png,1920,1080
mandatory-speed-limit,838,709,31,25,Screenshot (558).png,1920,1080
mandatory-speed-limit,645,606,65,69,Screenshot (559).png,1920,1080
cautionary-go-slow,753,670,47,47,Screenshot (560).png,1920,1080
cautionary-hump,549,538,57,49,Screenshot (562).png,1920,1080
cautionary-pedestrian-crossing,592,604,72,73,Screenshot (563).png,1920,1080
cautionary-hump,654,656,50,50,Screenshot (564).png,1920,1080
mandatory-speed-limit,834,698,27,25,Screenshot (565).png,1920,1080
mandatory-restriction-ends,451,508,48,50,Screenshot (566).png,1920,1080
cautionary-pedestrian-crossing,502,494,47,57,Screenshot (566).png,1920,1080
cautionary-ungaurded-level-crossing,566,492,51,45,Screenshot (568).png,1920,1080
cautionary-hump,870,581,16,14,Screenshot (568).png,1920,1080
mandatory-speed-limit,281,476,62,65,Screenshot (569).png,1920,1080
cautionary-hump,737,563,26,22,Screenshot (569).png,1920,1080
mandatory-speed-limit,620,562,28,30,Screenshot (570).png,1920,1080
mandatory-overtaking-prohibited,139,467,50,68,Screenshot (570).png,1920,1080
cautionary-pedestrian-crossing,765,699,36,33,Screenshot (571).png,1920,1080
cautionary-pedestrian-crossing,469,625,80,83,Screenshot (572).png,1920,1080
cautionary-hump,600,619,84,86,Screenshot (573).png,1920,1080
cautionary-right-hand-curve,732,581,24,18,Screenshot (574).png,1920,1080
cautionary-hump,622,556,35,34,Screenshot (575).png,1920,1080
mandatory-speed-limit,673,676,50,69,Screenshot (576).png,1920,1080
cautionary-hump,595,689,71,61,Screenshot (579).png,1920,1080
cautionary-hump,416,247,61,55,Screenshot (580).png,1920,1080
cautionary-hump,727,724,56,52,Screenshot (581).png,1920,1080
cautionary-hump,482,202,78,81,Screenshot (582).png,1920,1080
cautionary-hump,755,753,49,35,Screenshot (584).png,1920,1080
mandatory-speed-limit,659,702,56,51,Screenshot (585).png,1920,1080
cautionary-hump,829,714,47,44,Screenshot (586).png,1920,1080
cautionary-hump,541,252,40,37,Screenshot (587).png,1920,1080
cautionary-hump,875,751,29,28,Screenshot (588).png,1920,1080
cautionary-hump,688,706,66,67,Screenshot (589).png,1920,1080
cautionary-hump,524,216,68,62,Screenshot (591).png,1920,1080
cautionary-pedestrian-crossing,491,265,48,46,Screenshot (593).png,1920,1080
mandatory-overtaking-prohibited,749,736,30,30,Screenshot (594).png,1920,1080
mandatory-speed-limit,841,764,18,18,Screenshot (594).png,1920,1080
mandatory-overtaking-prohibited,19,482,89,118,Screenshot (595).png,1920,1080
mandatory-speed-limit,737,728,33,38,Screenshot (595).png,1920,1080
cautionary-hump,639,684,61,61,Screenshot (596).png,1920,1080
mandatory-restriction-ends,810,738,35,36,Screenshot (597).png,1920,1080
mandatory-restriction-ends,634,677,66,63,Screenshot (598).png,1920,1080
cautionary-pedestrian-crossing,690,664,45,70,Screenshot (598).png,1920,1080
cautionary-hump,700,733,51,51,Screenshot (599).png,1920,1080
mandatory-restriction-ends,554,232,52,45,Screenshot (600).png,1920,1080
cautionary-hump,639,239,30,32,Screenshot (601).png,1920,1080
cautionary-pedestrian-crossing,444,214,59,64,Screenshot (602).png,1920,1080
cautionary-go-slow,681,259,27,30,Screenshot (603).png,1920,1080
mandatory-speed-limit,664,232,39,40,Screenshot (604).png,1920,1080
mandatory-speed-limit,813,274,24,23,Screenshot (605).png,1920,1080
mandatory-overtaking-prohibited,652,240,44,43,Screenshot (605).png,1920,1080
cautionary-hump,482,245,53,59,Screenshot (606).png,1920,1080
cautionary-right-hand-curve,747,774,28,25,Screenshot (607).png,1920,1080
mandatory-speed-limit,805,759,25,29,Screenshot (608).png,1920,1080
cautionary-hump,744,717,48,47,Screenshot (609).png,1920,1080
mandatory-speed-limit,600,254,32,31,Screenshot (610).png,1920,1080
cautionary-hump,514,702,34,33,Screenshot (612).png,1920,1080
cautionary-give-way,436,702,42,37,Screenshot (613).png,1920,1080
cautionary-hump,514,236,49,53,Screenshot (615).png,1920,1080
cautionary-hump,779,256,25,25,Screenshot (616).png,1920,1080
mandatory-speed-limit,647,239,30,26,Screenshot (617).png,1920,1080
mandatory-speed-limit,645,238,30,28,Screenshot (618).png,1920,1080
cautionary-y-merge,611,208,65,63,Screenshot (619).png,1920,1080
cautionary-y-merge,805,254,28,27,Screenshot (620).png,1920,1080
informatory-advance-direction-sign,1084,110,151,70,Screenshot (620).png,1920,1080
mandatory-speed-limit,590,232,41,37,Screenshot (621).png,1920,1080
mandatory-speed-limit,1279,146,86,84,Screenshot (622).png,1920,1080
mandatory-speed-limit,1112,222,41,39,Screenshot (623).png,1920,1080
cautionary-right-hand-curve,1227,239,32,31,Screenshot (624).png,1920,1080
cautionary-hump,1348,199,68,74,Screenshot (625).png,1920,1080
mandatory-speed-limit,582,234,35,33,Screenshot (626).png,1920,1080
mandatory-speed-limit,1214,169,65,65,Screenshot (627).png,1920,1080
cautionary-right-hand-curve,1102,254,21,16,Screenshot (628).png,1920,1080
cautionary-hump,1214,237,39,34,Screenshot (629).png,1920,1080
cautionary-t-intersection,555,184,66,61,Screenshot (630).png,1920,1080
cautionary-hump,1270,199,57,55,Screenshot (631).png,1920,1080
cautionary-t-intersection,745,236,42,34,Screenshot (631).png,1920,1080
cautionary-hump,1263,185,58,62,Screenshot (632).png,1920,1080
cautionary-right-hand-curve,1246,200,35,41,Screenshot (633).png,1920,1080
cautionary-left-hand-curve,1255,194,35,36,Screenshot (634).png,1920,1080
cautionary-left-hand-curve,1411,154,53,55,Screenshot (635).png,1920,1080
cautionary-hump,1305,702,50,55,Screenshot (639).png,1920,1080
cautionary-t-intersection,809,742,30,35,Screenshot (639).png,1920,1080
cautionary-hump,1094,781,16,16,Screenshot (639).png,1920,1080
cautionary-hump,1273,716,56,50,Screenshot (640).png,1920,1080
mandatory-speed-limit,597,759,12,13,Screenshot (641).png,1920,1080
cautionary-hump,715,758,24,21,Screenshot (642).png,1920,1080
mandatory-speed-limit,241,702,22,24,Screenshot (642).png,1920,1080
cautionary-hump,493,714,38,38,Screenshot (643).png,1920,1080
mandatory-speed-limit,563,733,21,26,Screenshot (644).png,1920,1080
mandatory-speed-limit,399,698,33,37,Screenshot (645).png,1920,1080
mandatory-speed-limit,535,716,43,37,Screenshot (646).png,1920,1080
informatory-advance-direction-sign,682,727,65,58,Screenshot (646).png,1920,1080
mandatory-u-turn-prohibited,508,722,25,26,Screenshot (647).png,1920,1080
mandatory-speed-limit,649,767,19,19,Screenshot (648).png,1920,1080
mandatory-overtaking-prohibited,644,787,23,20,Screenshot (648).png,1920,1080
cautionary-y-merge,506,728,31,31,Screenshot (648).png,1920,1080
cautionary-y-merge,418,711,26,26,Screenshot (649).png,1920,1080
mandatory-overtaking-prohibited,536,777,27,24,Screenshot (649).png,1920,1080
mandatory-speed-limit,538,750,27,25,Screenshot (649).png,1920,1080
mandatory-speed-limit,171,677,40,38,Screenshot (650).png,1920,1080
mandatory-overtaking-prohibited,164,722,43,41,Screenshot (650).png,1920,1080
cautionary-y-merge,187,649,35,36,Screenshot (650).png,1920,1080
cautionary-pedestrian-crossing,365,702,26,31,Screenshot (651).png,1920,1080
cautionary-pedestrian-crossing,104,662,32,39,Screenshot (652).png,1920,1080
cautionary-y-merge,321,657,62,62,Screenshot (654).png,1920,1080
mandatory-u-turn-prohibited,592,741,33,27,Screenshot (654).png,1920,1080
mandatory-u-turn-prohibited,655,736,25,24,Screenshot (655).png,1920,1080
cautionary-y-merge,472,681,45,41,Screenshot (655).png,1920,1080
mandatory-speed-limit,746,756,26,23,Screenshot (656).png,1920,1080
mandatory-speed-limit,535,695,48,52,Screenshot (657).png,1920,1080
cautionary-right-hand-curve,626,697,39,41,Screenshot (658).png,1920,1080
cautionary-y-merge,478,708,38,39,Screenshot (659).png,1920,1080
cautionary-y-merge,182,625,56,64,Screenshot (660).png,1920,1080
mandatory-u-turn-prohibited,416,731,20,18,Screenshot (660).png,1920,1080
mandatory-speed-limit,503,727,32,29,Screenshot (661).png,1920,1080
cautionary-hump,681,757,25,24,Screenshot (661).png,1920,1080
cautionary-hump,540,730,38,40,Screenshot (662).png,1920,1080
cautionary-hump,386,244,46,37,Screenshot (663).png,1920,1080
cautionary-y-intersection,693,740,37,38,Screenshot (664).png,1920,1080
cautionary-gap-in-median,1076,780,18,18,Screenshot (664).png,1920,1080
mandatory-stop,1061,792,15,15,Screenshot (664).png,1920,1080
mandatory-stop,1089,763,28,27,Screenshot (665).png,1920,1080
cautionary-gap-in-median,1216,693,66,58,Screenshot (665).png,1920,1080
mandatory-stop,1169,731,47,45,Screenshot (666).png,1920,1080
cautionary-hump,344,598,95,90,Screenshot (667).png,1920,1080
mandatory-speed-limit,731,719,38,37,Screenshot (668).png,1920,1080
mandatory-speed-limit,738,738,31,31,Screenshot (669).png,1920,1080
cautionary-gap-in-median,1041,785,15,12,Screenshot (669).png,1920,1080
cautionary-gap-in-median,1128,732,44,36,Screenshot (670).png,1920,1080
cautionary-gap-in-median,1054,733,39,38,Screenshot (671).png,1920,1080
cautionary-hump,153,619,50,59,Screenshot (672).png,1920,1080
mandatory-speed-limit,562,717,37,37,Screenshot (672).png,1920,1080
cautionary-pedestrian-crossing,659,742,24,24,Screenshot (673).png,1920,1080
cautionary-pedestrian-crossing,502,697,32,28,Screenshot (674).png,1920,1080
cautionary-gap-in-median,1287,563,125,114,Screenshot (675).png,1920,1080
mandatory-no-parking,601,716,30,33,Screenshot (675).png,1920,1080
mandatory-stop,712,767,17,18,Screenshot (675).png,1920,1080
cautionary-gap-in-median,782,768,43,35,Screenshot (677).png,1920,1080
mandatory-speed-limit,631,738,28,23,Screenshot (678).png,1920,1080
cautionary-pedestrian-crossing,665,747,25,29,Screenshot (679).png,1920,1080
cautionary-pedestrian-crossing,540,718,32,40,Screenshot (680).png,1920,1080
cautionary-gap-in-median,1045,734,31,32,Screenshot (681).png,1920,1080
cautionary-gap-in-median,1045,733,32,32,Screenshot (682).png,1920,1080
cautionary-gap-in-median,1063,707,52,48,Screenshot (683).png,1920,1080
cautionary-t-intersection,584,651,62,78,Screenshot (684).png,1920,1080
informatory-petrol-pump,600,643,59,86,Screenshot (685).png,1920,1080
mandatory-speed-limit,464,690,69,60,Screenshot (685).png,1920,1080
cautionary-cross-road,706,668,59,69,Screenshot (686).png,1920,1080
cautionary-right-hand-curve,417,611,53,48,Screenshot (689).png,1920,1080
cautionary-hump,386,698,42,39,Screenshot (690).png,1920,1080
cautionary-pedestrian-crossing,289,556,74,91,Screenshot (694).png,1920,1080
informatory-hospital,626,706,27,28,Screenshot (699).png,1920,1080
cautionary-round-about,365,598,67,95,Screenshot (700).png,1920,1080
informatory-bus-stop,453,628,60,78,Screenshot (701).png,1920,1080
mandatory-speed-limit,392,602,66,81,Screenshot (702).png,1920,1080
mandatory-stop,862,753,21,21,Screenshot (703).png,1920,1080
mandatory-stop,809,732,27,34,Screenshot (704).png,1920,1080
cautionary-cross-road,686,680,39,50,Screenshot (704).png,1920,1080
mandatory-stop,665,653,60,67,Screenshot (705).png,1920,1080
informatory-advance-direction-sign,684,503,515,85,Screenshot (705).png,1920,1080
mandatory-speed-limit,723,755,34,30,Screenshot (707).png,1920,1080
mandatory-overtaking-prohibited,340,702,36,38,Screenshot (708).png,1920,1080
informatory-bus-stop,325,722,11,17,Screenshot (709).png,1920,1080
mandatory-no-parking,445,710,41,40,Screenshot (710).png,1920,1080
mandatory-no-parking,481,706,33,30,Screenshot (712).png,1920,1080
cautionary-right-hand-curve,485,238,28,26,Screenshot (713).png,1920,1080
cautionary-round-about,538,751,34,32,Screenshot (714).png,1920,1080
informatory-advance-direction-sign,111,627,71,126,Screenshot (714).png,1920,1080
mandatory-speed-limit,654,702,46,42,Screenshot (716).png,1920,1080
cautionary-hump,1266,235,38,35,Screenshot (717).png,1920,1080
cautionary-hump,1627,118,101,112,Screenshot (718).png,1920,1080
cautionary-t-intersection,683,205,46,43,Screenshot (718).png,1920,1080
cautionary-hump,1296,190,55,61,Screenshot (719).png,1920,1080
cautionary-left-hand-curve,1218,222,26,24,Screenshot (720).png,1920,1080
cautionary-left-hand-curve,1234,727,28,25,Screenshot (721).png,1920,1080
cautionary-right-hand-curve,1238,716,32,33,Screenshot (723).png,1920,1080
cautionary-hump,1165,751,29,24,Screenshot (724).png,1920,1080
cautionary-hump,1742,543,106,101,Screenshot (725).png,1920,1080
cautionary-hump,1177,728,37,32,Screenshot (726).png,1920,1080
cautionary-t-intersection,842,751,24,24,Screenshot (726).png,1920,1080
cautionary-hump,1267,709,57,47,Screenshot (727).png,1920,1080
cautionary-right-hand-curve,1293,729,26,26,Screenshot (728).png,1920,1080
mandatory-speed-limit,1267,697,46,44,Screenshot (729).png,1920,1080
mandatory-speed-limit,848,731,26,27,Screenshot (730).png,1920,1080
mandatory-speed-limit,464,681,45,41,Screenshot (731).png,1920,1080
informatory-advance-direction-sign,1052,684,99,98,Screenshot (731).png,1920,1080
cautionary-t-intersection,581,663,76,73,Screenshot (732).png,1920,1080
mandatory-u-turn-prohibited,913,781,12,12,Screenshot (732).png,1920,1080
informatory-advance-direction-sign,1119,767,30,22,Screenshot (732).png,1920,1080
mandatory-u-turn-prohibited,584,690,44,49,Screenshot (733).png,1920,1080
cautionary-y-merge,915,770,20,17,Screenshot (733).png,1920,1080
cautionary-y-merge,726,712,60,53,Screenshot (734).png,1920,1080
mandatory-stop,787,742,27,28,Screenshot (735).png,1920,1080
mandatory-speed-limit,689,718,35,34,Screenshot (736).png,1920,1080
cautionary-cross-road,601,727,39,44,Screenshot (737).png,1920,1080
cautionary-hump,839,765,20,20,Screenshot (737).png,1920,1080
cautionary-hump,652,717,47,47,Screenshot (738).png,1920,1080
cautionary-hump,454,718,44,45,Screenshot (739).png,1920,1080
cautionary-hump,244,664,32,37,Screenshot (740).png,1920,1080
cautionary-hump,767,287,20,18,Screenshot (741).png,1920,1080
cautionary-hump,715,284,23,20,Screenshot (742).png,1920,1080
cautionary-hump,810,745,33,33,Screenshot (743).png,1920,1080
mandatory-u-turn-prohibited,628,668,71,68,Screenshot (744).png,1920,1080
mandatory-speed-limit,836,753,24,22,Screenshot (744).png,1920,1080
mandatory-speed-limit,506,612,73,80,Screenshot (745).png,1920,1080
cautionary-hump,488,618,90,87,Screenshot (748).png,1920,1080
mandatory-restriction-ends,742,696,40,36,Screenshot (749).png,1920,1080
cautionary-hump,514,243,62,53,Screenshot (751).png,1920,1080
mandatory-restriction-ends,670,255,33,30,Screenshot (752).png,1920,1080
mandatory-speed-limit,747,733,33,33,Screenshot (753).png,1920,1080
mandatory-speed-limit,778,282,22,18,Screenshot (754).png,1920,1080
mandatory-overtaking-prohibited,627,264,38,35,Screenshot (754).png,1920,1080
cautionary-pedestrian-crossing,693,721,50,46,Screenshot (755).png,1920,1080
cautionary-hump,812,737,30,34,Screenshot (758).png,1920,1080
cautionary-right-hand-curve,701,284,34,21,Screenshot (759).png,1920,1080
cautionary-hump,737,279,25,24,Screenshot (760).png,1920,1080
cautionary-hump,583,729,36,37,Screenshot (761).png,1920,1080
cautionary-hump,621,227,48,46,Screenshot (762).png,1920,1080
mandatory-speed-limit,760,295,21,19,Screenshot (763).png,1920,1080
mandatory-speed-limit,583,264,32,31,Screenshot (764).png,1920,1080
cautionary-hump,433,655,109,129,Screenshot (765).png,1920,1080
cautionary-hump,624,250,41,42,Screenshot (766).png,1920,1080
cautionary-pedestrian-crossing,386,634,104,111,Screenshot (767).png,1920,1080
cautionary-hump,706,735,49,42,Screenshot (768).png,1920,1080
cautionary-hump,617,674,88,81,Screenshot (769).png,1920,1080
cautionary-hump,560,242,63,61,Screenshot (770).png,1920,1080
cautionary-pedestrian-crossing,636,242,48,44,Screenshot (771).png,1920,1080
cautionary-pedestrian-crossing,544,251,59,48,Screenshot (772).png,1920,1080
cautionary-hump,300,218,64,74,Screenshot (772).png,1920,1080
cautionary-hump,705,262,29,29,Screenshot (773).png,1920,1080
cautionary-hump,808,729,41,39,Screenshot (774).png,1920,1080
cautionary-hump,438,241,59,48,Screenshot (779).png,1920,1080
cautionary-hump,625,708,76,65,Screenshot (780).png,1920,1080
cautionary-right-hand-curve,627,707,71,47,Screenshot (781).png,1920,1080
cautionary-right-hand-curve,437,238,62,59,Screenshot (783).png,1920,1080
cautionary-pedestrian-crossing,506,284,46,40,Screenshot (784).png,1920,1080
mandatory-overtaking-prohibited,783,751,30,28,Screenshot (786).png,1920,1080
cautionary-hump,716,712,56,50,Screenshot (789).png,1920,1080
mandatory-restriction-ends,810,743,34,30,Screenshot (790).png,1920,1080
mandatory-speed-limit,653,262,41,35,Screenshot (791).png,1920,1080
mandatory-restriction-ends,571,254,47,37,Screenshot (792).png,1920,1080
cautionary-hump,553,240,48,50,Screenshot (793).png,1920,1080
cautionary-hump,732,714,71,56,Screenshot (794).png,1920,1080
cautionary-hump,535,236,63,65,Screenshot (800).png,1920,1080
cautionary-right-hand-curve,752,740,50,44,Screenshot (801).png,1920,1080
mandatory-speed-limit,399,645,69,73,Screenshot (802).png,1920,1080
cautionary-hump,670,683,61,62,Screenshot (803).png,1920,1080
cautionary-hump,608,725,30,30,Screenshot (804).png,1920,1080
cautionary-give-way,400,692,35,35,Screenshot (805).png,1920,1080
mandatory-speed-limit,402,251,40,38,Screenshot (806).png,1920,1080
cautionary-hump,595,238,40,40,Screenshot (808).png,1920,1080
cautionary-cross-road,602,265,36,33,Screenshot (809).png,1920,1080
mandatory-stop,650,238,28,30,Screenshot (811).png,1920,1080
cautionary-y-merge,489,208,83,68,Screenshot (812).png,1920,1080
mandatory-u-turn-prohibited,623,251,27,29,Screenshot (813).png,1920,1080
mandatory-u-turn-prohibited,683,260,23,22,Screenshot (815).png,1920,1080
cautionary-t-intersection,714,252,32,30,Screenshot (816).png,1920,1080
mandatory-speed-limit,639,230,42,39,Screenshot (818).png,1920,1080
mandatory-speed-limit,1152,219,41,40,Screenshot (819).png,1920,1080
cautionary-right-hand-curve,1075,271,22,20,Screenshot (820).png,1920,1080
cautionary-right-hand-curve,1131,251,31,30,Screenshot (821).png,1920,1080
cautionary-right-hand-curve,1194,245,29,26,Screenshot (823).png,1920,1080
cautionary-hump,1178,234,49,41,Screenshot (824).png,1920,1080
cautionary-hump,1513,116,104,120,Screenshot (825).png,1920,1080
cautionary-t-intersection,636,224,58,44,Screenshot (825).png,1920,1080
cautionary-hump,1069,272,24,17,Screenshot (825).png,1920,1080
cautionary-left-hand-curve,1120,239,26,24,Screenshot (826).png,1920,1080
cautionary-left-hand-curve,1178,209,39,29,Screenshot (827).png,1920,1080
mandatory-speed-limit,1119,174,58,61,Screenshot (828).png,1920,1080
cautionary-hump,1261,221,47,47,Screenshot (829).png,1920,1080
cautionary-hump,1126,247,33,25,Screenshot (830).png,1920,1080
cautionary-hump,1187,203,50,47,Screenshot (831).png,1920,1080
